DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
1850;018503;Polaroid 400 – Walmart Branded #walmart;Perutz Primera 400 / Agfa Vista 400;;3;Made in Germany;;;;0;WalmartPolaroid400.jpg
0743;007430;Polaroid 400 Plus;;;;;;;;0;
0744;007440;Polaroid 800 Plus;;;;;;;;0;
0295;002950;Polaroid CP100;3M/Ferrania ScotchColor AT200;;4;;;;Polaroid;0;
0297;002970;Polaroid CP200;3M/Ferrania ScotchColor AT200;;4;;;;Polaroid;0;
0299;002990;Polaroid CP400;3M/Ferrania ScotchColor AT200;;4;;;;Polaroid;0;
0064;000644;Polaroid disposable camera film;;Polaroid;0;Made in Japan;;;;0;
0753;007533;Polaroid HDF-1 C-41 HDF1;;;;Made in ?;;;;0;
1847;018474;Polaroid HDF1 100 HDF-1;;;;;;;;0;
0578;905783;Polaroid HighDefinition 400 ;Superia 400 ?;;1;;;;;0;
0141;001413;Polaroid HighDefinition Color 200 HD200;Fujicolor Superia 200;Agfa-Gevaert;3;;1998;~2004 ?;Polaroid;0;PolaroidHighDef200.jpg
0651;006513;Polaroid HighDefinition Color 200 HD200;Konica Color SR;Konica;3;Made in Japan;1991;1994;Polaroid;0;PolaroidHighDef200.jpg
0651;006513;Polaroid HighDefinition Color 200 HD200;Konica Color Super XG;Konica;3;Made in Japan;1994;1996;Polaroid;0;PolaroidHighDef200.jpg
0651;006513;Polaroid HighDefinition Color 200 HD200;Konica Color VX;Konica;3;Made in Japan;1996;1998;Polaroid;0;PolaroidHighDef200.jpg
0646;006460;Polaroid HighDefinition Color 400 HD400;Agfacolor Vista;Agfa-Gevaert;3;;1998;~2002 ?;Polaroid;0;PolaroidHighDef400.jpg
0646;006460;Polaroid HighDefinition Color 400 HD400;Konica Color SR;Konica;3;Made in Japan;1991;1994;Polaroid;0;PolaroidHighDef400.jpg
0646;006460;Polaroid HighDefinition Color 400 HD400;Konica Color Super XG;Konica;3;Made in Japan;1994;1996;Polaroid;0;PolaroidHighDef400.jpg
0646;006460;Polaroid HighDefinition Color 400 HD400;Konica Color VX;Konica;3;Made in Japan;1994;1998;Polaroid;0;PolaroidHighDef400.jpg
0640;006404;Polaroid HighDefinition HD2 100 Iso HDII;Konica Super SR 100;;3;Made in Japan;;;Polaroid;0;
0651;006510;Polaroid HighDefinition HD2 200 Iso HDII;Konica Super SR 200;;3;Made in Japan;;;Polaroid;0;
0803;008031;Polaroid HighDefinition HD4 100 HDIV;KONICA LV100 / VX100 ?;;1;;;;Polaroid;0;
0756;007563;Polaroid HighDefinition Plus Color 200;AGFACOLOR 200-N / Perutz Primera 200;;4;Made in Germany;;;Polaroid / Wal*Mart;0;PolaroidHighDefPlus200.jpg
1821;018213;Polaroid HighDefinition Plus Color 400;Agfa Vista 400-N;;3;Made in Germany;;;Polaroid / Wal*Mart;0;PolaroidHiDefPlus400.jpg
0291;002910;Polaroid One Film 100 Color print film OF1 #onefilm;Said to be 3M product (Scotch Color 100) made in Italy & packed in USA;3M / Ferrania or Agfa;2;;1989;end-90's ?;Polaroid;0;PolaroidOneFilm.jpg
0795;007953;Polaroid One Film 200 Color print film OF1 – Improved color stabilty #onefilm;Said to be 3M product (Scotch Color 200) made in Italy & packed in USA but DX number is refering to Agfa Optima 200;3M / Ferrania or Agfa;2;;1991;end-90's ?;Polaroid;0;PolaroidOneFilm.jpg
0753;007534;Polaroid One Film 200 Color print film OF1 #onefilm;Said to be 3M product (Scotch Color 200) made in Italy & packed in USA but DX number is refering to Agfacolor 200;3M / Ferrania or Agfa;1;;1989;1991;Polaroid;0;PolaroidOneFilm.jpg
0551;505514;Porst ChromeX 100 #PorstChrome X100;Fujichrome Sensia (improved);Fujifilm;3;;2002;;Ringfoto/Porst;0;PorstChromeX100.jpg
1841;018413;Porst Color CN100 (Super CN on back of the box) #PorstColor PorstColorsuperCN100 SCN100;Agfa / Perutz SC 100-2 then Agfacolor HDC;Agfa Gevaert AG;3;Made in Germany;1998;;Photo Porst;0;PorstCN100.jpg
0625;406254;Porst Photo Porst Color X 200 #PorstColorX200;Fujicolor Superia;Fujifilm;3;;2002;~2012 ??;Ringfoto/Porst;0;PorstColorX200.jpg
0625;333098;Power Geek 35mm Film For Color Prints (ISO 200 – 10 exp) #poundland powergeek;Number printed on the box (333098) is not DX code... Fujicolor 200 / C200 (identified from film edge barcode);;4;;~2018;;Poundland (UK);1;PoundlandPowerGeek200.jpg
1361;013614;Press Color 100;IMATION COLOR HP100;Imation / 3M;3;Made in CE;;;;0;PressColor100.jpg
0580;005803;Presto Print Kleurenfilm 100;Fuji Super G Plus 100 ;;4;;~1998;;;0;
0196;001964;Presto Print Kleurenfilm 100 ;Fuji Super G 100;;3;Made in Japan;;~1998;;0;
1841;018414;Profi Color Plus ISO 100 ;Agfa / Perutz SC 100-2;;3;;;;;0;
1408;014080;RAINBOW;Chinese emulsion. All SMPIC films have same DX…;Shanghai General Photosensitive Film Factory;;Made in China;;;;0;
1067;010673;RAKS Rakscolor 200SNC (Super Natural Colors);Scotch Color;Ferrania;3;Made in UE;;;RAKS Electronics GmbH;0;
0059;000594;Revue Dia 100 #revuedia100;Agfa ?;;1;Made in Germany;1990;~2007;Foto-Quelle;0;RevueDia100.jpg
0058;000584;Revue DIA 100 Sunshine #revuedia100;Agfachrome CT100;Agfa-Gevaert;3;Made in Germany;1985;1990;Foto-Quelle;0;RevueDia100.jpg
0274;002743;Revue TRG100;Agfacolor XRG;Agfa-Gevaert;3;;1988;1995;Foto-Quelle;0;RevueTRG100.jpg
0628;406283;Rite Aid 200 RiteAid;Fuji C200;;2;;;;Rite Aid Pharmacy;0;RiteAid200.jpg
0141;501413;Rite Aid 200 RiteAid Agfa;Agfa film;;2;;;;Rite Aid Pharmacy;0;RiteAid200.jpg
0578;505783;Rite Aid 400 RiteAid;Fujicolor Super G+ 400 / Superia 400 ;;3;;;;Rite Aid Pharmacy;0;RiteAid400.jpg
2568;125684;Ritz Big Print II 200QR;;;;Made in Germany;;;;0;
0141;501413;Ritz Crystal Big Print 200 QX200;Fujicolor Super HQ200 SHQII;;3;Made in Germany (?);;;;0;Ritz200.jpg
0193;501933;Ritz Crystal Big Print 400 QX400;Fujicolor 400;;3;;;;;0;RitzBigPrintQX400.jpg
1398;013983;Rollei CN200 PRO ;Agfa Aviphot Color X-400 PE1. DX number from recycled can ?;Agfa-Gevaert;3;;;2015;Mahn & Co. (Maco);0;
1739;017394;Rollei Crossbird 200 slide Creative Edition;Agfa Aviphot Chrome 200, similar to Rollei Digibase CR200 Pro Slide;;3;;2009 ?;;Mahn & Co. (Maco);0;
1850;018506;Rollei Digibase CR200 PRO;Agfa Aviphot X400;Agfa-Gevaert;4;;2008;2014;Mahn & Co. (Maco);0;RolleiDigibaseCN200pro.jpg
1850;018506;Rollei INFRARED IR400;Aviphot Pan 400S ? ;Agfa-Gevaert;1;Made in Germany;;;Mahn & Co. (Maco);0;RolleiIR400.jpg
4400;844004;Rollei INFRARED IR400;Aviphot Pan 400S ? ;Agfa-Gevaert;1;Made in Germany;;;Mahn & Co. (Maco);2;RolleiIR400.jpg
0019;000194;Rollei R³ #R3;Upgraded Maco Cube 400c emulsion. Reused APX 400 cartridges;Filmotec ?;3;Made in Germany;2004;2014;Mahn & Co. (Maco);0;
0019;000191;Rollei Retro 100 ;Agfa APX 100. Reused APX 400 cartridges. First Rollei APX batch ???;Agfa;4;;;~2006 ??;Mahn & Co. (Maco);0;RolleiRetro100.jpg
0019;000191;Rollei Retro 100 (Emulsion 694) – exp 2008;Agfa APX 100;Agfa;4;;~2006 ?;~2008 ?;Mahn & Co. (Maco);0;RolleiRetro100-694.jpg
0272;002724;Rollei Retro 100 (Emulsion 707) – exp 2011;Agfa APX 100;Agfa;4;;~2009 ?;2012 ?;Mahn & Co. (Maco);0;
0272;002723;Rollei Retro 100 (Maco photo emulsion 706 – RR1011) – exp 2012;Unknown, Agfa APX 100 ? Maco PO100C ??;;1;;;~2009;Mahn & Co. (Maco);1;RolleiRetro100-706.jpg
0019;000194;Rollei Retro 400S;Aviphot Pan 400S. Reused APX 400 cartridges by Foma;Agfa-Gevaert;3;;;;Mahn & Co. (Maco);0;RolleiRetro400S.jpg
5401;854011;Rollei Retro 400S;Aviphot Pan 200, finished by Foma;Agfa-Gevaert;4;;;;Mahn & Co. (Maco);2;RolleiRetro400S.jpg
1733;017334;Rollei Retro 80S;Agfa Aviphot Pan 80, converted by Foma. DX from reused cartridge ?;Agfa-Gevaert;3;;;;Mahn & Co. (Maco);2;RolleiRetro80S.jpg
3025;830254;Rollei RPX 25 #rpx25;Agfa Aviphot Pan 80, converted by Harman;Agfa;3;;2013;;Mahn & Co. (Maco);1;RolleiRPX25.jpg
0129;001294;Rossmann Farbbilder HR200;Fujicolor Superia;Fujifilm;3;Made in Japan;2007;2015;Rossmann;0;RossmannHR200Fuji.jpg
1844;018444;Rossmann Farbbilder HR200;Perutz SC 200;Agfa;3;;;2003 ?;Rossmann;0;
0625;306253;Rossmann Farbbilder HR200;Fujicolor Superia / Fujicolor Xtra 400 type ?;Fujifilm;3;;2003;2007;Rossmann;0;RossmannHR200Fuji.jpg
0628;306283;Rossmann Farbbilder HR400;Fujicolor Superia / Fujicolor Xtra 400 type ?;Fujifilm;3;;2003;2007;Rossmann;0;RossmannHR400.jpg
0141;501413;Safeway (Vons) 200 ISO color print film;Fujicolor Super HQ200 SHQII;;3;;;;Safeway stores, GB;0;Safeway-vons-ISO200.jpg
1398;;Sakura International – Film for color print ISO 200;Solaris FG;Ferrania;3;;90’s ?;End of 2000’s?;;0;SakuraInter200.jpg
0259;002590;Sakuracolor R-100 #R100;;Konishiroku Photo Industry Co;;;1972;80’s ?;;0;SakuraColorR100.jpg
0032;;Sakuracolor SR-100 #SR100;;Konishiroku Photo Industry Co;;;1946;1955;;0;
0032;000323;Sakuracolor SR-100 Dx coded #SR100;;konica;;;~1983 ?;;;0;SakuraColorSR100.jpg
1553;315530;Samsung Prime Color Film 100 New;Kodak Color Negative 100;Kodak;2;;2003 ?;;Samsung, KR;0;SamsungPrime100.jpg
1394;013944;Samsung Prime Color Film 200;Solaris Color FG200;Ferrania;3;;2002;;Samsung, KR;0;Samsung200First.jpg
5142;051424;Samsung Prime Color Film 200;Solaris Color FG200 ?;Ferrania;1;;2002;2003 ?;Samsung, KR;0;Samsung200First.jpg
1554;315544;Samsung Prime Color Film 200 New;Kodak Color Negative 200;Kodak;3;;2003 ?;;Samsung, KR;0;SamsungPrime200.jpg
1396;;Samsung Prime Color Film 400;Solaris Color FG400;Ferrania;2;;2002;2003 ?;Samsung, KR;0;SamsungPrime400.jpg
1555;315554;Samsung Prime Color Film 400 New;Kodak Color Negative 400;Kodak;3;;2003 ?;;Samsung, KR;0;Samsung400New.jpg
0057;000574;Schlecker AS Chrome 100 ;Agfa CT Precisa;Agfa-Gevaert;3;Made in Germany;2000;~2007 ?;Schlecker-Fotoland;0;SchleckerASChrome100.jpg
0625;306253;Schlecker AS Color 200;Fujicolor Superia 200 / X-Tra 200;;;;2004 ?;;Schlecker-Fotoland;0;SchleckerAS200.jpg
0626;306264;Schlecker AS Color 400;Fujicolor X-Tra 400;;2;;2004 ?;;Schlecker-Fotoland;0;SchleckerAS400.jpg
0628;;Schlecker AS Color 400 – 400N;Fujicolor Superia 400;;2;;;2004 ?;Schlecker-Fotoland;0;SchleckerAS400superia.jpg
1062;010620;SCOTCH 100 ATG1;3M Ferrania, Similar to EXL 100;;;;1993;;3M/Scotch;0;
1061;010610;SCOTCH 200 ATG1;3M Ferrania, Similar to EXL 200;;;;1992;;3M/Scotch;0;
1067;010670;SCOTCH 200 ATG2;3M Ferrania, Similar to EXH 200;;;;;;3M/Scotch;0;
1066;010660;SCOTCH 400 ATG1;3M Ferrania, Similar to EXL 200;;;;1992;;3M/Scotch;0;
0295;002950;SCOTCH COLOR 100AT scotchcolor;Ferrania;;;;;;3M/Scotch;0;
0297;002970;SCOTCH COLOR 200AT scotchcolor;Ferrania;;;;;;;0;
0298;002980;SCOTCH COLOR 400AT scotchcolor;Ferrania;;;;;;;0;
0299;002990;SCOTCH COLOR 400AT scotchcolor;Ferrania;;;;;;;0;
0299;002990;SCOTCH COLOR 400AT scotchcolor;Ferrania;;;;;;;0;
1067;010670;SCOTCH COLOR EXH200 scotchcolor;3M Ferrania, Similar to ATG2;;;;;;3M/Scotch;0;
1062;010620;SCOTCH COLOR EXL100 Plus scotchcolor;Ferrania;;;;1995;;;0;ScotchColorEXLplus100.jpg
1062;010620;SCOTCH COLOR EXL100 scotchcolor;3M Ferrania, Similar to ATG1;;;;;~1990 ?;3M/Scotch;0;ScotchEXL100.jpg
1061;010610;SCOTCH COLOR EXL200 scotchcolor;3M Ferrania, Similar to ATG1;;;;;~1990 ?;3M/Scotch;0;
1066;010660;SCOTCH COLOR EXL400 scotchcolor;3M Ferrania, Similar to ATG1;;;;;~1990 ?;3M/Scotch;0;ScotchEXL400.jpg
0289;002893;SCOTCH COLOR PRINT HR 100 Gen 2 #HR100;Ferrania;;;;~1988 ?;;;0;
0294;002940;SCOTCH COLOR PRINT HR 100 Gen 3 #HR100;Ferrania;;;;;;;0;
0290;002900;SCOTCH COLOR PRINT HR 200 Gen 1 #HR200;Ferrania;;;;Mid 80’s ?;~1988 ?;;0;
0291;002910;SCOTCH COLOR PRINT HR 200 Gen 2 #HR200;Ferrania;;;;~1988 ?;;;0;
0292;002920;SCOTCH COLOR PRINT HR 400 Gen 1 #HR400;Ferrania;;;;Mid 80’s ?;~1988 ?;;0;
0293;002930;SCOTCH COLOR PRINT HR 400 Gen 2 #HR400;Ferrania;;;;~1988 ?;;;0;
0296;002960;SCOTCH COLOR PRINT HR 400 Gen 3 #HR400;Ferrania;;;;;;;0;
1062;010623;SCOTCH IMATION COLOR EXL100;;3M / Ferrania;;;;;Imation / 3M;0;ScotchImationEXL100.jpg
1408;014080;SEAGULL;Chinese emulsion. All SMPIC films have same DX…;Shanghai General Photosensitive Film Factory;;Made in China;;;;0;
1362;013623;Seattle PhotoWorks 200 (Process C41);Imation Color HP 200;Made in Italy;4;;~1999;~2012;PhotoWorks;0;Photoworks200.jpg
1408;014080;SHANGHAI 100;Chinese emulsion. All SMPIC films have same DX…;Shanghai General Photosensitive Film Factory;;Made in China;;;;0;
1408;014080;SHENGUANG (original);Chinese emulsion. All SMPIC films have same DX…;Shanghai General Photosensitive Film Factory;;Made in China;;;;0;
1394;013947;Snap Sights (Black can) 200 paper label-small-Snap Sights #disposable;Solaris Ferrania 200 (in disposable camera?);;4;Film form Italy, Spooled in China;;;Intova, Hawaii;0;SnapColorNegative.jpg
1604;016044;SOLUTION VX200 Super;Lucky chinese film (Super 200);;3;Made in China;~90’s ?;~2005 ?;Falter SP. z.o.o., Pniewy, Poland;0;SolutionVX200.jpg
1062;010623;Sooter's 100CN;Ferrania / Scotch Color EXL;;3;;;;Sooter Foto;0;Sooter100CN.jpg
1841;018413;Sooter's Color 100;Agfa / Perutz SC 100-2;Agfa;3;;;;Sooter Foto;0;Sooter100.jpg
1847;018473;Soul Color Print Film 100 Speed SoulColor;Agfacolor 100;Agfa;2;Film made in Germany;;;Soul Pattinson, Sydney;0;SoulColor.jpg
1850;018503;Soul Color Print Film 100 Speed SoulColor;Agfacolor 400;Agfa;2;Film made in Germany;;;Soul Pattinson, Sydney;0;SoulColor.jpg
0205;002053;Soul Color Print Film ISO 100 SoulColor;Fujicolor Super HGV 100;Fuji;2;Made in Japan;;;Soul Pattinson, Sydney;0;SoulColor.jpg
0567;005670;Soul Color Print Film ISO 100 SoulColor;FUJICOLOR 100;Fuji;3;Made in Japan;;;Soul Pattinson, Sydney;0;SoulColor.jpg
0627;806270;Spector Color ISO 100 (Blue box);Agfaphoto Vista Plus (rebranded Fujifilm Superia 100);;1;;2000’s;;Spector, Belgium;0;Spector100blue.jpg
0625;806254;Spector Color ISO 200 (Blue box);Agfaphoto Vista Plus (rebranded Fujifilm Superia 200);;2;;2000’s;;Spector, Belgium;0;Spector200blue.jpg
0753;007538;Spector Color ISO 200 (gold box);AGFA Perutz Primera 200;;3;;80’s?;;Spector, Belgium;0;Spector200.jpg
0628;806280;Spector Color ISO 400 (Blue box);Agfaphoto Vista Plus (rebranded Fujifilm Superia 400);;1;;2000’s;;Spector, Belgium;0;Spector400blue.jpg
0753;007533;Spectra Colour Excel 200;AGFA Perutz Primera 200 / Agfa Vista 200;;3;;;;;0;
1395;013954;Sunny color print film ISO 100;"""This product inherits three new patent technologies which developed by Ferrania Imaging Technologies"". Ferrania Solaris finished in China";Hua Tian Fu Photo Materials Co. Ltd ?;3;Made in China ?;2004;;;0;SunnyColorPrint.jpg
1395;013980;Sunny color print film ISO 200;"uncertain DX number… ""This product inherits three new patent technologies which developed by Ferrania Imaging Technologies"". Ferrania Solaris finished in China. Could be still produced by Huatianfu Industrial Development Co Ltd of Shantou";Hua Tian Fu Photo Materials Co. Ltd ?;3;Made in China ?;2004;;;1;
0807;008073;Super G 400 (Fuji?) #SuperG400;;;;;;;;0;
0135;001353;Svema DS-100 (Свема ДС-100) #DS100 ДС100;Fujicolor 100;Fujifilm;3;Japan ?;~1995 ?;~2000 ?;Svema, Ukraine;0;SvemaDS100.jpg
0145;001450;Svema DS-100 (Свема ДС-100) #DS100 ДС100;Fujicolor Superia 100, or Infa Chinese film ??;Fujifilm;2;Japan ?;~2000;;Svema, Ukraine;1;SvemaDS100.jpg
0124;001247;System 800 Color Print Film;;;;;;;;0;System800.jpg
1396;013964;TESCO Colour Print 400;Solaris Color FG400;Ferrania;3;;;;Tesco Stores LTD;0;TescoColor400.jpg
1399;013993;TESCO Colour Print 400;Solaris Color FG Plus 400 ;Ferrania;3;;;;Tesco Stores LTD;0;TescoColor400.jpg
1398;013983;TESCO Value Colour 200;Solaris Color FG Plus 200;Ferrania;3;Produced in Italy;;;Tesco Stores LTD;0;Tesco200.jpg
0129;001294;Trekpleister Kleurenfilm ISO 200;Fujicolor 200 / Super HQ200;;3;;;;Trekpleister drugstore, Netherland;0;
0451;;TriFCA Colour Print Film ASA 200 (135);Konica film ?;;2;;;;Film Corporation of America FCA (UK);0;
1398;013984;"TruPrint Colour Print Film 200 ASA ""Cyan Box"" ";AgfaPhoto Vista 200;;2;;;;Truprint, GB;0;TruprintColor200box.jpg
0135;001354;Tudor Color Print Film ISO 100;Fuji;;3;Made in Japan;;;Tudor Photographic Group, UK;0;
0129;001294;Tudor Color Print Film ISO 200;Fuji C200;;3;Made in EU (Fuji Netherland ?);;End 2000’s ?;Tudor Photographic Group, UK;0;Turdor200.jpg
0625;606254;Tudor Color Print Film ISO 200;Fuji;;3;Made in Japan;;;Tudor Photographic Group, UK;0;Turdor200.jpg
0199;001993;Tudor TudorColor XLX100;Fuji SHG II 100;Fuji;3;Made in Japan;1997;2012;Tudor Photographic Group, UK;0;TudorXLX100.jpg
;606253;Tudor TudorColor XLX400;Imation Color HP;Imation;3;Made in Japan;1997;2012;Tudor Photographic Group, UK;0;
0140;001403;Tudor XL 100 Color XL100 #Tudorcolor;Fuji Superia;;3;Made in Japan;1986;;Tudor Photographic Group, UK;0;TudorXL100.jpg
0272;002723;Tudor XL 100 Color XL100 #Tudorcolor;AGFACOLOR XR100i;;2;;80's ?;;Tudor Photographic Group, UK;0;TudorXL100.jpg
0140;001404;Tudor XLS 100 #Tudorcolor XLS100;Fuji;;1;;;;Tudor, GB;0;TudorXLS100.jpg
0625;606253;Tudor XLS 200 #Tudorcolor XLS200;Fujicolor 200;;3;;;;Tudor, GB;0;
1851;018513;TudorColor XDT 200 Colour Print Film XDT200;Agfa / Perutz SC 200-2;Agfa;4;Made in EC;;;Tudor, GB;0;Tudorcolor100.jpg
1361;013614;"U ""les nouveaux commercants"" Couleur ISO 100 #SuperU";IMATION COLOR HP100;Imation 3M;3;;;;"French ""U"" supermarket";0;
1573;715730;Ultrafine Ultramax T-grain 400 Vari-Film #Tgrain;Not Ilford Delta 400, could be old T-max ou Kodak WL surveillance. Bulk rolls discontinued, still available in 36ex.;;1;;;;Ultrafineonline;2;ULtramaxTgrain.jpg
1770;017708;Ultrafine Xtreme 135 / 400 iso #extreme;Kentmere 400, only in bulk roll;;2;Made in UE;~2010 ?;;Ultrafineonline;2;
1852;018523;UniChem High Resolution Colour print film ISO 100;PERUTZ SC 100 (Agfacolor Vista);;3;;;;;0;UnichemHiRez100.jpg
1844;018444;UniChem High Resolution Colour print film ISO 200;PERUTZ SC 200 (Agfacolor Vista);;2;;;;;0;UnichemColor200.jpg
5074;050747;United Colors Of Benetton ISO 400;;;;;;;;0;
0295;002951;Unknown Black can 100 DX coding, C-41;Scotch Color;;3;;;;;0;
1399;013993;Unknown Black can 400 DX coded;DX number used by a lot of rebranded film canned by Foma;;1;made in EU;;;;0;
0626;106267;Unknown Black can 400 no DX coding C-41 Film For Color Print;Fujicolor Superia 400 / X-Tra 400;;2;made in Japan;;;;0;
1402;014027;Unknown Black can 800 DX coding, C-41,;Ferrania ?;;1;;;;;0;
1061;110617;Unknown Color For Color prints;;;;;;;;0;
0635;206353;Unknown white can 800 no DX coding, has CN-16 and C-41;Superia 400 / 800 ?;Fuji ?;1;;;;;0;
1557;115577;Unknown White can ISO 800 no DX coding, C-41;disposable camera, Kodak Color Negative 800;;;;;;;0;
1604;016041;VIBE Photo Quality Film 400 V400 #vibephoto VBEphoto;Fuji cheap film from disposable camera ? DX code of Lucky Color Chinese film...;;1;Made in Japan;;;;2;VIBEphoto400.jpg
0515;405154;Voigtländer V Chrome 100 #voigtlander vchrome100;Fujichrome Sensia;Fujifilm;3;;1998;2001;Ringfoto;0;
0551;005514;Voigtländer V Chrome 100 Neu #voigtlander Vchrome100 new;Fujichrome Sensia II 100;Fujifilm;4;;2005;2012;Ringfoto;0;VoigtlanderVchrome100New.jpg
0625;606254;Voigtländer V200 #voigtlander;Fujicolor Superia / C200;Fujifilm;3;;1998;2001;Ringfoto;0;VoigtlanderV200.jpg
0129;001293;Voigtländer V200 Neu #voigtlander New;Fujicolor Superia 200;Fujifilm;3;;2005;2014;Ringfoto;0;VoigtlanderV200New.jpg
0130;501303;"Walgreens ISO 200 AP70/C-41 ""Studio35""";FUJICOLOR 200 ;Fuji;3;;;;Walgreens Co.;0;
1844;018443;"Walgreens ISO 200 C-41 ""Studio35""";Perutz SC-200-III;Agfa;3;Made in Germany;;;Walgreens Co.;0;WallgreenStudio35-200germany.jpg
0625;706253;Walgreens ISO 200 C-41 wphoto;Fujicolor Superia CN 200;Fujifilm;4;Product of Japan;;;Walgreens Co.;0;WallgreenStudio35-200.jpg
1849;018493;"Walgreens ISO 400 C-41 ""Studio35"" ";Perutz SC 400;Agfa;3;Made in Germany;;;Walgreens Co.;0;WallgreenStudio35-400.jpg
0635;606353;Walgreens ISO 800 C-41 wphoto;Superia 800 ?;Fuji ?;1;;;;Walgreens Co.;0;
0453;004533;Werlisa Sport Color Iso 100 ;Konica Super VX 100 / SGX 100;;3;Made in Japan;;;;0;WerlisaColor100.jpg
1398;013983;Western Family 200 DX coding, paper label-small-just western family;Solaris Color FG Plus 200 ;Ferrania;2;;;;;0;
1399;013993;Western Family 400 DX coding, paper label - large;DX number used by a lot of rebranded film canned by Foma;;;;;;;0;
0626;606263;Western Family 400 DX coding, paper label on top of FujiFilm Paper label on top of Fujifilm painted Wal-mart can #walmart;Fujicolor Superia X-tra 400;;3;;;;;0;
1362;013623;Western Family HP 200 DX coding, paper label- small-just western family;IMATION COLOR HP200;3M / Ferrania;3;;;;;0;
1849;018497;White / gray label 400 – Color negative Film;Disposable camera, Agfa/Pertuz SC 400;;;;;;;0;
0634;106344;White can 39 exp. (disposable camera?);FUJICOLOR SUPERIA 1600 ;;;Made in Japan;2000;;;0;
0626;206263;White can 400 no DX coding, C-41/CN-16;Fujicolor Superia X-tra 400, Disposable camera.;;4;;;;;0;
0636;106363;White Label 1000 no DX coding, C-41/CN-16;Disposable camera ? Superia 1000;;3;;;;;0;
1846;018460;White paper COLOR NEGATIVE 200 FILM CN200;PERUTZ 200 Color;;;;;;;0;
1849;018490;White paper COLOR NEGATIVE 400 Film;Perutz SC 400;Agfa;2;;;;;0;
1849;018497;Whitelabel CN200 – Color negative Film;Agfa C200 in cheap chinese cassette ?;;1;;;;;2;
1571;015710;Xiamen FUDA 135 COLOR;;Xiamen Fuda Photographic Materials;;;;;;0;
1569;015690;Xiamen FUDA 135 PAN 400;;Xiamen Fuda Photographic Materials;;;;;;0;FudaPan400.jpg
1570;015700;Xiamen FUDA GA-100 Color #GA100;C-41 process;Xiamen Fuda Photographic Materials;;Made in China;;;;0;FudaGA100.jpg
0625;106250;Yes!Star Supreme 200;Fuji Superia C200. Also available under the brand Fujifilm for international market;Guangxi Giant Star Medical Equipment Co Ltd (under Fujifilm licence);3;China;2024;;Yes!Star (China);2;YesStar200.jpg
